商品名称,评论内容,评论地点,评论用户名,评论用户ID,发表日期,点赞数
羽砂黑 12GB+512GB,宝贝特别喜欢，颜值高质量好，中看又中用，有需要的朋友不要犹豫了，最后祝商家生意兴隆！,广东,假***字,20258710196,2023-12-17 14:22:29,0
羽砂白 12GB+512GB,💌心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实👍遥遥领先的感觉,广东,j***b,20258381690,2023-12-17 12:59:49,0
羽砂黑 12GB+512GB,遥遥领先，京东还是遥遥领先，昨天晚上抢的今天早上就收到了,湖北,倒***哥,20258081707,2023-12-17 11:47:14,0
青山黛 16GB+1TB 典藏版,"朋友说太难抢了，帮朋友抢的手机，京东物流快，上午买下午到，看国产手机还的是华为手机啊。这外包装太大气了，听说是折叠屏的，非常牛啊,现在手机发展太快了。推荐",四川,u***j,20258075013,2023-12-17 11:45:25,0
青山黛 16GB+512GB 典藏版,光速抢到手，晚上就到货了。,江苏,花***待,20257880166,2023-12-17 10:59:49,0
青山黛 16+1TB典藏版,收到货之后，特意使用了几天才评价，从保时捷10到30poro5G，每一次体验都不错，这次的数据克隆，使用，反应速度必须的点赞，真实的遥遥领先，太棒了👍👍👍,重庆,硕***主,20257803963,2023-12-17 10:41:48,15
羽砂黑 12GB+512GB全网通,使用正常，高端手机你值得拥有,广东,功***做,20257789029,2023-12-17 10:37:16,0
羽砂黑 12GB+512GB,在官网买的手机还是很放心的很。发货速度也很快。这样也很不错，线下都根本买不到，当时试着一下在官网抢，就抢到了一台黑色的。还是不错的。,广西,点***球,20257227521,2023-12-17 01:27:25,0
青山黛 全网通(16GB+512GB典藏版,惊喜 惊喜 爱不释手 华为 X5 真的很漂亮 手感好 屏幕大 折屏出平整  分屏功能太适用了，隔空划屏灵敏，非常方便，不在怕吃龙虾把手机搞上油了，音响声音也非常好 听歌曲很爽 还有 卫星发短信 不怕没有信号了，值得推荐&hellip;&hellip;,江苏,j***s,20257158257,2023-12-17 00:11:27,0
羽砂白 12GB+512GB,千呼万唤始出来，终于抢到手了，每天两场不错过，不到一个月抢到手了，送给老公的生日礼物，手感很好,河北,我***1,20256919914,2023-12-16 22:19:41,0
青山黛 16GB+1TB 典藏版,外包装高端大气上档次，还没拆封，感觉很不错的样子。,河南,j***j,20256743563,2023-12-16 21:23:51,0
羽砂黑 12GB+512GB全网通,高端精致 遥遥领先。,陕西,l***2,20255950619,2023-12-16 17:47:06,0
青山黛 16GB+1TB 典藏版,"外形外观：外观很好，很漂亮，这个颜色也好看
屏幕音效：很好，够用。
拍照效果：拍照很出片子
运行速度：速度很快。
待机时间：一般，不过充电很快，
其他特色：很有逼格。",陕西,s***9,20255738525,2023-12-16 16:53:23,0
青山黛 12GB+512GB,终于用原价买到了，使用体验非常好，手感轻薄，鸿蒙系统流畅，界面美观，分辨率很高，手感一级棒，不愧是遥遥领先,陕西,j***m,20255194737,2023-12-16 14:26:29,0
幻影紫 12GB+512GB,终于在京东拿下心心念念的遥遥领先X5紫色，抢了很久，到手发现非常惊艳，没有白费劲，京东的速度在所有官方旗舰店是最快的，第二天就到货，非常完美。快递小哥给力,辽宁,j***v,20254989916,2023-12-16 13:28:42,0
羽砂黑 12+512GB,"开场先来一句遥遥领先
打开后真的是大
操作流畅，显示效果好

价格实惠，发货速度也很快
后续有使用体验，再追加评论！！！",广东,G***p,20254490474,2023-12-16 11:19:34,0
青山黛 12GB+512GB,感谢，这么多天终于买到了，物流很快，第二天就到了，手机非常好用，颜值非常高，用起来非常舒服。,河南,Z***g,20254414313,2023-12-16 11:02:09,0
幻影紫 16GB+1TB 典藏版,X5典藏版的手感很好，这大屏幕看着真带劲，拍照也很厉害非常清晰，华为真的是遥遥领先了，京东买手机还是有保障的，物流售后服务又快又好,河北,j***5,20253831496,2023-12-16 07:43:47,0
羽砂黑 12GB+512GB,外观高档大气，屏幕很大，很清晰，拍照效果嘎嘎的运行速度很快待机时间也很长抢了好多天终于抢到了,广西,f***e,20253250919,2023-12-15 23:35:56,0
羽砂黑 12GB+512GB,收到就用了，真的很好用，逼格很高！大品牌！值得信赖的！效果超级好！贵有贵的道理！很棒的商品！💌心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实👍,山东,j***3,20253116428,2023-12-15 22:43:31,0
羽砂黑 12GB+512GB,华为 mate x5的颜值也太高了，好不容易才买到我最爱的青色，收到开箱！看包装就感觉这款手机的档次非常高，打开也非常方便，拿到机器以后，第一感觉是很惊艳，非常好看。作为顶尖的折叠屏手机，从手机的外观啊、重量还有屏幕的质感方方面面都能看到遥遥领先！,陕西,j***4,20252930338,2023-12-15 21:49:47,0
羽砂黑 12GB+512GB,确实是遥遥领先的华为折叠屏手机，非常高端大气上档次，机身轻薄，性能强大，华为比预计时间提早发货，物流第二天就到了，非常满意！感谢京东让买到这部手机！,福建,z***1,20252845144,2023-12-15 21:26:44,0
青山黛 16GB+1TB 典藏版,双十一终于抢上了！！外观确实非常好看，鸿蒙系统用起来还不错，折叠屏确实挺大气的。,内蒙古,尼***家,20252790913,2023-12-15 21:12:27,0
幻影紫 12GB+512GB,就这个东西是真贵呀，但是男人都喜欢呀，一万多块钱哈哈，买了就死心了，确实是气派，好横，很漂亮,河北,我***姐,20252663707,2023-12-15 20:42:03,0
青山黛 12GB+512GB,遥遥领先，遥遥领先。很棒。费了好大劲抢到，虽然不是想要的颜色，这个青山黛也很不错。自用送礼佳品。京东物流人员很认真负责。赞👍。,江苏,一***过,20252471353,2023-12-15 19:55:03,0
青山黛 12+512GB,第一次使用折叠屏，使用体验还不错。,浙江,至***樣,20252412952,2023-12-15 19:41:30,0
羽砂黑 12+512GB,不错的，还是加了价买的，物流很快，礼品首选！,北京,5***9,20252092164,2023-12-15 18:23:34,1
青山黛 16+1TB典藏版,很好很满意，物流很快,上海,j***x,20252063917,2023-12-15 18:15:52,0
青山黛 16GB+512GB全网通（典藏版）,手感质感较好，果然是遥遥领先,江苏,型***6,20251881247,2023-12-15 17:29:15,0
羽砂黑 12GB+512GB,正品，发货快，很喜欢,河北,u***p,20251578760,2023-12-15 16:14:28,0
羽砂黑 12GB+512GB,"坚持到底，就是胜利！
坚持不懈的努力终于让我在半个月后抢到了！
感谢自营京东华为旗舰店！
手机整体效果很好！为情怀买单！
拍照效果比旧的P40强很多，而且跟吸引眼球！
没办法呀，太爱了！",辽宁,j***4,20251410632,2023-12-15 15:34:13,0
青山黛 12GB+512GB,大品牌值得信赖，质量很好，一眼就看上了，抢了得有一个月了，终于抢到了，真是不容易啊，系统操作起来很流畅，拿在手里沉甸甸的手感很好！,北京,笨***笨,20251051865,2023-12-15 14:06:43,0
幻影紫 12GB+512GB,作为礼物在合适不过了，手机很漂亮，发货快，客服服务态度很好，手机流畅，最具性价比。,云南,j***9,20250866118,2023-12-15 13:16:13,0
青山黛 12GB+512GB,"外形外观：超级好看
屏幕音效：很棒
拍照效果：超级棒
运行速度：相当丝滑
待机时间：相当可以 满足日常使用",河南,机***5,20250772617,2023-12-15 12:52:53,0
青山黛 12GB+512GB,功夫不负有心人，每天准时抢购终于到手了，青色的X5真的绝绝子非常耐看，握着磨砂质感非常舒服，运行流畅、玩游戏刷视频的体验都非常好！最最最重要的是拍照真的很好看的，出片神器第一次用折叠机台太nice了！华为棒棒哒！,广东,j***4,20250566113,2023-12-15 11:59:31,3
青山黛 12GB+512GB,在拿到华为mate X5的那一刻，其出色的外观设计，令人眼前一亮。在拿到华为Mate X5的那一刻，其出色的外观设计，令人眼前一亮。华为Mate X5拥有一块6.4英寸的外屏和7.85英寸的内屏设计，其中，外屏是昆仑玻璃，内屏是可折叠柔性屏。两块屏幕最高支持120Hz刷新率和1440Hz高频PWM调光技术。由于采用全贴合工艺，因此，让华为Mate X5拥有不错的通透性。这一点，让人不得不为国产手机厂商在追求工艺上的精益求精而感到震撼。,河南,就***七,20250441919,2023-12-15 11:30:45,0
羽砂黑 12GB+512GB【延保套餐】,京东质量好，发货及时，物流快，售后服务好，习惯在京东买东西,天津,j***B,20250231372,2023-12-15 10:42:30,0
羽砂黑 16GB+1TB 典藏版 全网通,质量超级无敌，绝对正品。,天津,W***士,20250191899,2023-12-15 10:33:32,0
青山黛 12GB+512GB,"外形外观：很不错，很有质感
拍照效果：女生拍照够用了，并且拍远景真的很清晰，可以当作望远镜来使用了
运行速度：运行很快， 一点儿也不卡",广东,j***q,20250179190,2023-12-15 10:31:00,0
羽砂白 12GB+512GB全网通,"双12下的单，物流很快，
外形外观：和商家描述一样很漂亮，上档次
屏幕音效：效果很好看电视很棒
运行速度：运行速度杠杠的
待机时间：充电待机时间都不错
其他特色：其他特色：商家值得信赖，这款手机值得购买",海外,u***r,20250157487,2023-12-15 10:25:04,3
青山黛 全网通(12GB+512GB,收到了，谢谢店家，物流很快，收到很满意，还赠送了充电宝和手机支架，贴心啊。准备开始使用，终于买到这款自己喜欢的华为x5。继续支持店家。,山东,高***-,20250086286,2023-12-15 10:06:33,1
青山黛 12+512GB,与mate30比，质量差远了！,天津,f***f,20249737737,2023-12-15 07:55:40,0
羽砂黑 12GB+512GB,终于到手了，抢了半个月左右了。这泼天的富贵来得太突然了，给老公抢的。他很喜欢。物流给力12号晚上抢到，13号早上8点左右就送来了。,吉林,u***u,20249714895,2023-12-15 07:40:27,2
羽砂黑 12GB+512GB,"不错，折叠屏还得是华子，非常流畅，物流也很不错，
拍照效果：非常不错
屏幕音效：顶呱呱的屏幕
运行速度：打游戏毫无压力",广东,8***7,20249357891,2023-12-15 00:01:57,0
羽砂黑 12GB+512GB,"手机已经收到了，非常喜欢，试用了一下，手感丰常丝滑！遥遥领先，它的设计精美，外观时尚，采用了华为一贯的简约风格，同时又具有高端感，其次它的屏幕非常出色，分辨率高，包彩还原准确，无论是看电影、玩游戏，都能提供极佳的视觉体验，运行速度快，处理能力强，轻松应对大型游戏！
遥遥领先！遥遥领先！遥遥领先！",河南,j***员,20248689755,2023-12-14 20:35:37,0
羽砂黑 12GB+512GB全网通,华为MateX5是一款非常不错的手机，它采用了折叠屏设计，并且拥有极高的屏幕比例和前卫的外观。除此之外，它还配备了先进的摄像头系统和强劲的性能配置。设备折叠与展开的操作流畅度非常高，同时使用也非常方便。Mate X5是一款非常值得购买的高端智能手机。,黑龙江,田***蔡,20248526270,2023-12-14 19:57:48,3
羽砂黑 16GB+1TB全网通（典藏版）,物流很快，产品喜欢，慢慢挖掘一些功能,河南,j***y,20248454015,2023-12-14 19:42:22,0
幻影紫 12GB+512GB,大品牌质量非常好，外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！,福建,依***惺,20247956928,2023-12-14 17:37:05,0
青山黛 12GB+512GB,"华为Mate X5黛青色折叠屏手机是一款今人惊艳的科技产品。基独特的折叠屏设计不仅提供了更大的屏幕空间，还具有极高的便携性，黛青色的外观设计独特而高雅，让人一服就能感受到华为的精效工艺。
        在性能方面，华为Mate X5配备了强大的处理器和大容量的存储空间，保证了流畅的操作体验和充是的存储空间。其出色的电池续航能力，使得用户可以长时间使用而不必频繁冲电。
        此外，华为MateX5还那有卓越的拍照功能，配备了高像素的主摄像头和多摄像头系統，能够拍摄出清晰，生动的照片和视频。
       总之，华方MateX5黛青色折叠屏羊机是一款集时尚、实用、创新于一身的科技产品。华为Mate X5绝对值得信赖！
       支持华为，支持京东，支持国货！！希望京东越来越好！",陕西,S***8,20247902899,2023-12-14 17:22:00,9
青山黛 12GB+512GB,真的太牛了，华为就是华为，这款手机的外形外观，屏幕音效，拍照效果，运行速度都很厉害，很牛，太喜欢了,海外,吃***够,20247862908,2023-12-14 17:10:27,0
青山黛 12+512GB,"物流及时，体验效果非常好。
使用华为手机十年，是忠实粉丝。
支持华为。",上海,j***6,20247721717,2023-12-14 16:32:14,0
青山黛 12GB+512GB,之前很想买，一直不能提交订单，后期都用了以旧换新下单，实在不可以，自己的手机还有用，只能等机会重新买，没想到号又可以了，直接提交订单，第二天就收到了，谢谢哈哈,山东,佩***选,20247643713,2023-12-14 16:11:21,0
青山黛 12GB+512GB,遥遥领先，包装精致，完好无损，支持国产，支持华为！,江苏,w***d,20247231275,2023-12-14 14:20:44,0
青山黛 16GB+512GB 典藏版,包装不够豪华,北京,q***1,20247135160,2023-12-14 13:54:33,0
青山黛 16+512GB,此用户未填写评价内容,北京,栀***闓,20247006832,2023-12-14 13:17:43,0
青山黛 12GB+512GB,"外形外观：素皮不得不说手感真是非常的棒，轻薄不失质感折痕很小，单手握合适对女性非常友好
屏幕音效：分屏应用简直不要太好
拍照效果：为了轻薄感觉拍照效果不是很好",辽宁,_***_,20246401113,2023-12-14 10:42:04,6
青山黛 12GB+512GB,"外形外观：外观是对于我来说是真的很喜欢
屏幕音效：音效比我现在的手机好太多了
拍照效果：拍照也还行，我也很少拍照的
运行速度：运行速度确实快，也很流畅
待机时间：对于**常使用习惯两天一冲，有时候一天一冲",广东,蕶***撧,20246190605,2023-12-14 09:49:29,0
羽砂黑 12GB+512GB,以为根本抢购不上，也没抱啥希望，但还是每天早晚两次定了闹钟按时抢购，真是功夫不负有心人啊，抢了大概有一个多月了吧，居然在双十二的晚上成功抢到，直接付款，物流也很快，今天一早就送到了。不负真诚，好运连连！诚心要买的友友们继续坚持抢购吧，加油哦💪,辽宁,x***8,20245339502,2023-12-13 22:14:51,0
幻影紫 12GB+512GB,真不错能买到，第一次在京东买 很放心 能手感真的不错。运行特别流畅 现在的国产真的是太不错的了,辽宁,l***b,20245307262,2023-12-13 22:04:29,0
羽砂黑 12GB+512GB全网通,"很满意！货真价实！发货速度也快！
外形外观：都十分满意",甘肃,j***l,20245124397,2023-12-13 21:21:36,0
幻影紫 12GB+512GB全网通,等了很久抢不到，我姐姐我们两个在这里先后每人买了一台，靠谱，在官网查验过了，是正品,河北,小***在,20244871485,2023-12-13 20:22:37,0
羽砂黑 12GB+256GB,到货速度很快  送人很有面子,辽宁,e***n,20244825962,2023-12-13 20:13:40,0
青山黛 12GB+512GB,华为手机的做工非常好，质量非常过关，已经是多次购买华为手机的操作系统，也非常好用，希望能够系统升级的越来越完善吧。,内蒙古,y***2,20244513786,2023-12-13 19:05:06,0
羽砂黑 12GB+512GB,京东发货真的快.包装好.手机抢了很久.终于买到了.之前给家人买了个基础版60.就一直限购了.双十二买到心心念念的x5.终于用上了.体验完美.就很棒,甘肃,t***g,20244381181,2023-12-13 18:35:42,0
青山黛 16GB+512GB 典藏版,包装大气上档次，遥遥领先,浙江,跑***呀,20244091400,2023-12-13 17:24:22,1
幻影紫 12GB+512GB,不知道抢了多少波才抢到这款手机，外观设计大气奢华，紫色非常高级，华为的屏幕真的没话说，高清显色好，华为老粉，经久耐用！,四川,n***w,20244051205,2023-12-13 17:15:04,1
青山黛 12GB+512GB全网通,是正品，发货速度快，值得信赖,重庆,j***2,20244021100,2023-12-13 17:06:57,0
羽砂金 16+1TB典藏版,"外形外观：亮 
 
拍照效果：好",北京,硕***取,20243916337,2023-12-13 16:43:06,0
羽砂金 12GB+512GB全网通,速度快，东西好，可算到手了,辽宁,j***o,20243658182,2023-12-13 15:40:14,0
羽砂白 16G+512G,发货速度很快，手机拿出来检查也很好。爱回收一直以来还是比较信任的，机子是10月份的，还在保修期内。就是每次拿到的都没啥配件，纯纯裸机一部。适合自己喜欢捣鼓机子的玩家。,江苏,宇***诺,20243487791,2023-12-13 14:58:26,108
青山黛 16+512GB典藏版,终于拿到遥遥领先了，这家店我登录看了好久，终于拿到了。充电器应该是二手的，上面有污渍，其他就还好。不过价格这么实惠，要啥自行车了,广东,1***2,20243458307,2023-12-13 14:51:35,0
青山黛 12GB+512GB,遥遥领先，真的是很好用，外观设计感很哇塞，用着很好很流畅，快递也很给力，前天下单，第二天就收到了，真的是很ok,河南,一***0,20243429409,2023-12-13 14:44:03,2
青山黛 12GB+512GB,遥遥领先，中国骄傲，做工一流，信号非常好，点赞中国制造。华为更上一层楼。物流也非常快。,安徽,陶***e,20243346356,2023-12-13 14:24:59,0
青山黛 12GB+512GB,遥遥领先不是吹的，速度是杠杠的，屏幕尺寸非常完美，游戏工作两不误，信号也是满满的。不错👌,河南,J***y,20243335949,2023-12-13 14:22:31,0
羽砂黑 16GB+1TB 典藏版,"地址写错闹了些乌龙
几经波折总算收到了
包装正红很大气",上海,j***9,20243179234,2023-12-13 13:44:10,0
青山黛 16GB+1TB 典藏版,正品保证，不愧是遥遥领先,山东,u***b,20243112637,2023-12-13 13:28:21,0
青山黛 12GB+256GB全网通,挺别扭的，拿到手有问题，又去售后换的新机,北京,j***p,20243079870,2023-12-13 13:20:26,0
青山黛 12GB+512GB,不愧是遥遥领先，先说快递情况，一天就到了，神速，相信京东快递，给与全面好评，再说包装，完美无瑕，很结实，包装非常结实，手机拿到手机，非常丝滑，完美，国产牛逼,河南,j***n,20242980598,2023-12-13 12:55:45,0
青山黛 16+1TB典藏版,看着挺不错，真的够轻薄。国货之光,广东,发***睡,20242813976,2023-12-13 12:16:40,2
青山黛 16GB+512GB 典藏版,"心心念念的X5居然是捡漏买到的😅华为手机各方面确实没毛病，从30rs,40rs,x2到x5，没话说。",江苏,E***n,20242717627,2023-12-13 11:54:01,0
青山黛 12GB+512GB,昨晚下单的，今天就到了，刚打开看着真舒服，超薄，很上档次！超级喜欢！！华为精品支持！,辽宁,j***5,20242526523,2023-12-13 11:12:46,0
羽砂黑 12GB+512GB,满意🈵🈵🈵🈵🈵🈵🈵🈵🈵🈵，喜欢😍😍😍😍😍，不亏是遥遥领先，yyds，遥遥领先，遥遥领先，遥遥领先。满意🈵🈵🈵🈵🈵🈵🈵🈵🈵🈵🈵🈵,陕西,阳***8,20242365612,2023-12-13 10:39:16,0
羽砂黑 12GB+512GB,等了好久，终于抢购到原价X5了，感谢京东购物平台，物流非常快，昨天抢的，今天一大早就收到货了，手机外观非常漂亮，手感非常好，手机也特别好用，非常满意。,陕西,j***x,20242015728,2023-12-13 09:13:57,2
羽砂黑 12GB+512GB,终于到手了，手机漂亮等使用后在来详细的评价,陕西,宝***欢,20242000233,2023-12-13 09:10:44,0
羽砂黑 12GB+512GB,终于抢购到我心心念念的华为X5了，手机非常好用，系统流畅，拍照优化也非常好，外观精致大气，非常好用，很满意。,陕西,I***L,20241999394,2023-12-13 09:09:59,0
羽砂黑 12GB+512GB,非常喜欢，超级轻巧，比X3还要好，物有所值，买华为这么多年了，还是得在官方平台旗舰店购买，满意👍,吉林,j***2,20241638580,2023-12-13 05:06:12,0
羽砂黑 12GB+512GB,"这个大宝贝太难买了，还好买到了，感谢京东，感谢华为！京东加油，华为加油，遥遥领先，遥遥领先，遥遥领先！
信号通话：杠杠稳定
外观造型：霸气外露
流畅度：行云流水
拍照情况：遥遥领先",四川,j***y,20241065620,2023-12-12 22:09:27,0
青山黛 16GB+1TB 典藏版,不错不错，全新未拆封未激活，虽说加钱买的，但也挺惊艳的。现在适配大屏手机的APP还不够丰富，但相信以后会越来越多。,北京,j***u,20240982844,2023-12-12 21:51:28,0
羽砂白 12GB+256GB 全网通,手感相当不错，工艺一流，华为有为，自从用习惯了华为手机，就没选过其他品牌手机，华为不愧为国内头部手机端大厂家。,广东,y***6,20240939974,2023-12-12 21:41:49,0
青山黛 12GB+512GB,"外形外观：好看
屏幕音效：好
拍照效果：清晰自然
运行速度：快
待机时间：长
太爱了，外观设计的非常大气上档次，手感很好，发货速度快，第二天就收到货了，迫不及待拿来用了，很赞",山东,j***o,20240722969,2023-12-12 20:56:16,0
羽砂金 全网通(16GB+1T典藏版,"外形外观：颜色有点犹豫选了金色，不过到货后还是觉得不错。

屏幕音效：折叠屏确认实办公起来方便多了，音质还没深度感受，还是达到预期的",福建,j***p,20240649795,2023-12-12 20:41:01,0
幻影紫 12GB+512GB【延保套餐】,使用方便快捷、速度流畅,浙江,天***俊,20240591351,2023-12-12 20:28:45,3
青山黛 16GB+1T典藏版,不错，喜欢的样子。遥遥领先。。。。。,河北,小***虫,20240543343,2023-12-12 20:20:21,1
幻影紫 全网通(12GB+512GB,物流很快，心心相念的终于到手了，一直没舍得下手，纠结了好久才狠下心来入手，拿在手里真的满满的高贵感，遥遥领先，值得拥有。,广东,j***4,20240410861,2023-12-12 19:53:42,1
羽砂黑 12+256GB,"买的放心！京东物流是真的快！
心心念念的手机到手了",吉林,j***v,20240227022,2023-12-12 19:15:48,4
青山黛 12GB+512GB全网通,送男朋友的，男朋友很喜欢,辽宁,j***d,20240087224,2023-12-12 18:44:58,0
羽砂黑 12+256GB,手机真的很好用！颜值也高，挑不出毛病！,福建,z***8,20239900426,2023-12-12 17:59:30,0
羽砂黑 12GB+512GB,"外形外观：很漂亮
屏幕音效：很好
拍照效果：很好
运行速度：很好
待机时间：很好",浙江,j***y,20239575401,2023-12-12 16:39:01,0
青山黛 16GB+1TB 典藏版,真的很漂亮,北京,j***q,20239390925,2023-12-12 15:56:34,0
羽砂白 12GB+512GB,刚从ios换过来还不适应，但是办公是真的爽,河北,j***o,20239146270,2023-12-12 14:54:49,2
羽砂黑 12GB+512GB,"发货很快，客服也很耐心，问了许多问题都是耐心回复！
外形外观：大气
拍照效果：质量➕",浙江,w***2,20238743442,2023-12-12 13:09:46,0
青山黛 16+1TB典藏版,不错,广东,疯***子,20238491137,2023-12-12 12:09:31,0
羽砂黑 12GB+256GB 全网通,东西是正品，电池续航很好，值得拥有,甘肃,j***7,20238348663,2023-12-12 11:34:53,1
羽砂黑 12GB+256GB全网通,此用户未填写评价内容,河南,小***m,20238249337,2023-12-12 11:13:27,0
羽砂黑 12+256GB,华为旗舰，真的很难买，稍微加价买到的,北京,m***d,20237758947,2023-12-12 09:20:20,0
青山黛 16GB+1TB 全网通（典藏版）,正在使用，太好了,黑龙江,郝***6,20237615087,2023-12-12 08:33:12,0
羽砂黑 12GB+512GB,电子单没说明是什么手机型号，跟其他手机也没什么区别，评论还要打满星才能提交，不打版信提交不了😅,广东,j***b,20237519050,2023-12-12 07:44:43,0
羽砂黑 12+256GB,华为5G手机回归，时隔四年终于可以买5G华为了。手机做工确实不错。手感很好，鸿蒙系统越用越顺，比安卓好用。这是折叠屏唯有一款可以无线充电的。超薄，屏幕质感太好了。唯一缺点，买不到，买了这黄牛的加价快2000了。,广东,z***8,20236598958,2023-12-11 20:48:03,3
幻影紫 16GB+512GB 典藏版,非常不错，遥遥领先,四川,十***雪,20236249198,2023-12-11 19:28:47,0
羽砂黑 12GB+512GB,手机很好用，价格实惠，流畅不卡顿，遥遥领先,北京,j***p,20235928940,2023-12-11 18:10:02,0
幻影紫 16+512GB,满意，第一次购买，非常好，下次继续关注,天津,肥***子,20235127057,2023-12-11 14:40:50,0
青山黛 12GB+512GB全网通,用了几天，手感很好，很流畅，值得拥有,河北,j***g,20235087658,2023-12-11 14:31:27,0
幻影紫 12GB+512GB 全网通,"作为一名消费者，我最近购买了华为x5,使用体验非常棒。首先，我想说的是，华为x5的外观设计非常时尚，机身轻薄，握持感非常舒适。屏幕大小适中，色彩还原度高，看电影、玩游戏都有很好的视觉效果。

在硬件方面，华为x5搭载了强大的处理器，运行速度非常快，多任务处理也能轻松应对。同时，它的电池续航能力也很出色，一整天的使用下来，电量剩余依然很多。

华为x5的相机表现也非常出色，后置摄像头拥有高像素，拍照效果非常清晰，色彩还原度也很高。前置摄像头对于喜欢自拍的我来说，也非常满意。

总的来说，我对华为x5非常满意，无论是外观设计、硬件性能还是相机表现，都达到了我的预期。如果你正在考虑购买一款新手机，我会毫不犹豫**荐华为x5。",山西,P***1,20235065133,2023-12-11 14:25:22,2
羽砂黑 12GB+256GB,手机很大气，华为值得购买。拍照摄像很不错，包装也是严严实实。,北京,j***A,20234251815,2023-12-11 10:57:04,0
羽砂黑 12GB+512GB,"外形外观：经典大气，非常好看
屏幕音效：屏幕不错
拍照效果：拍照效果：效果不错，够用
运行速度：运行速度：在鸿蒙系统加持下，很流畅 
待机时间：一天差不多，不玩游戏",山东,酷***_,20234142986,2023-12-11 10:32:31,2
羽砂白 12GB+512GB,质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物,北京,j***3,20233804459,2023-12-11 09:07:25,0
羽砂黑 12GB+512GB【延保套餐】,好！,上海,j***快,20233619327,2023-12-11 07:36:25,1
青山黛 16GB+1TB 典藏版 全网通,"外形外观：非常漂亮
屏幕音效：顺滑，玻璃质感好
运行速度：很流畅
拍照效果：拍照很稳",广东,M***发,20233503269,2023-12-11 03:30:37,0
羽砂黑 12GB+512GB,华为matex5手机太难抢了，好不容易抢到别人没及时支付的漏单，运气属实是太好了。这款手机事先在店里试过，非常喜欢，到手很惊艳，更喜欢了，好评！,北京,m***翰,20233461179,2023-12-11 01:22:35,0
青山黛 16GB+1TB 典藏版,期待华为新的 5G 手机已经很久了，一直留着华为 M40 在用，终于等到了 X5，中间 M50、P60、X3 什么都只是 4G，没有买，现在是终于等到了,山西,半***者,20232718248,2023-12-10 20:32:55,0
羽砂黑 12GB+512GB,"很高兴能抢上，但发货未按时，催后发。京东如果想保持领先，务必大福提升客服人员素质。
照相没有说的那么不堪，折叠也没有说的那么神奇，只有电量确实是有点掉得太快了。期待更好的表现。",天津,d***5,20232376147,2023-12-10 19:09:56,0
羽砂黑 16GB+1TB 典藏版,我觉得其实一般，第一不显示几G流量，第二像素比较差，如果不是打开我都想退！这个价格卖的这个手机我不知道它贵在哪里？,北京,j***k,20232334484,2023-12-10 18:57:34,1
羽砂黑 16GB+1TB 全网通（典藏版）,从MateXs2过渡到X5，前用起来很流畅，网速也快，手机颜值很高，很漂亮，用段时间再看看。,浙江,-***人,20231592229,2023-12-10 15:50:05,0
青山黛 12GB+512GB,手握感非常好，值得购买满意,天津,再***m,20230773485,2023-12-10 12:05:54,0
青山黛 16GB+1TB 典藏版,我爱华为！爱我中华！遥遥领先！遥遥领先！遥遥领先&hellip;&hellip;京东华为礼象旗舰店！店家很给力。华为商城抢了很久没抢到。在这里实现了顺利购买。客服很热情，耐心回答询问，原装未开封遥遥领先的华为手机。信誉良心的京东店铺。给好评好评好评好评！有需要还会继续光顾贵店！！！👍👍👍,北京,j***n,20230423664,2023-12-10 10:39:47,0
羽砂黑 12GB+512GB,相当顺手,上海,j***v,20230378427,2023-12-10 10:28:39,0
羽砂黑 12GB+512GB,物流给力，手感很好，遥遥领先👍，画面清晰，支持国货,山东,4***w,20229764176,2023-12-10 01:45:14,0
青山黛 12GB+512GB,物流很快，商家服务很好，非常愉快的一次购物。,河北,j***8,20229314496,2023-12-09 21:56:16,1
羽砂白 16GB+1TB 全网通（典藏版）,垃圾商家，拿到屏幕就是起泡的，售后跑几十公里来回,重庆,我***丶,20229145972,2023-12-09 21:10:34,1
幻影紫 12GB+512GB【延保套餐】,不错不错不错不错,广东,阿***9,20229138210,2023-12-09 21:08:11,0
羽砂黑 12GB+512GB,第一次买折叠屏，没想到外面的纸盒包装都是专用的，手机品质没得说，就是下单之后一阵好等啊。。。,北京,z***i,20228698162,2023-12-09 19:11:41,0
羽砂黑 全网通(12GB+512GB,刚收到，物流非常快基本隔天到了，用起来也流畅，转移了好多数据，大屏幕干是挺好。推荐推荐。拍照也很清晰。,安徽,j***5,20227450945,2023-12-09 12:53:17,1
羽砂白 12+512GB,服务态度很好！,河北,j***8,20227416104,2023-12-09 12:42:07,0
羽砂白 12GB+512GB,"外形外观：超乎我的意料之外，很惊喜的外观，手握手感非常好，原价抢到还是很棒的
屏幕音效：整体音效非常好，遥遥领先
拍照效果：很好，
运行速度：非常流畅，不愧为国货之光",浙江,T***z,20226311529,2023-12-08 23:53:10,0
羽砂黑 12GB+512GB 全网通,非常高大上的手机，除了贵没毛病，哈哈哈，一分钱一分货。有条件的宝子们冲啊。。。。,湖北,酸***鱼,20225094147,2023-12-08 17:13:33,0
